CardNumber,Department,postDate,transDate,Time,Merchant,DriverID,Units,UnitCost,fuelCost,nonFuelCost,GrossCost,netCost
0293 - 1,PAWILDER,10/12/2021,10/8/2021,12:07:54 PM,UNBRANDED,504253,20.29,$3.00 ,$60.85 ,$0.00 ,$60.85 ,$60.85 
0088 - 2,PAWILDER,10/12/2021,10/8/2021,5:42:00 PM,UNBRANDED,206724,7.696,$3.10 ,$23.85 ,$0.00 ,$23.85 ,$23.85 
0151 - 1,PAWILDER,10/12/2021,10/8/2021,11:29:08 AM,SPEEDWAY,508993,11.568,$3.00 ,$34.69 ,$0.00 ,$34.69 ,$34.69 
0168 - 1,PAINDY,10/12/2021,10/8/2021,6:55:14 PM,SPEEDWAY,501627,24.491,$3.20 ,$78.35 ,$0.00 ,$78.35 ,$78.35 
0290 - 1,LOPADU,10/12/2021,10/8/2021,11:56:01 AM,MARATHON,403213,11.132,$3.10 ,$34.50 ,$0.00 ,$34.50 ,$34.50 
0055 - 1,LOPADU,10/12/2021,10/8/2021,3:59:38 AM,MARATHON,408156,9.3,$3.12 ,$29.01 ,$0.00 ,$29.01 ,$29.01 
0059 - 1,LOPADU,10/12/2021,10/8/2021,10:51:00 AM,BP,406635,11.043,$3.08 ,$34.00 ,$0.00 ,$34.00 ,$34.00 
0130 - 1,LOPADU,10/12/2021,10/8/2021,10:24:05 AM,MARATHON,406005,16.792,$3.10 ,$52.04 ,$0.00 ,$52.04 ,$52.04 
0050 - 1,LOMURR,10/12/2021,10/8/2021,8:13:00 AM,MURPHY USA,403236,10.054,$2.94 ,$29.55 ,$0.00 ,$29.55 ,$29.55 
0160 - 1,LOMURR,10/12/2021,10/8/2021,10:26:00 AM,HUCKS,400752,16.26,$3.06 ,$49.74 ,$0.00 ,$49.74 ,$49.74 
0181 - 1,CMATHENS,10/12/2021,10/8/2021,12:51:00 PM,RACETRAC,7088,15.655,$3.23 ,$50.55 ,$0.00 ,$50.55 ,$50.55 
0241 - 1,CMATHENS,10/12/2021,10/8/2021,1:35:00 PM,BP,2178,17.817,$3.00 ,$53.43 ,$0.00 ,$53.43 ,$53.43 
0242 - 1,CMATHENS,10/12/2021,10/8/2021,7:42:00 AM,SHELL,6604,19.06,$3.10 ,$59.07 ,$0.00 ,$59.07 ,$59.07 
0253 - 1,CMATHENS,10/12/2021,10/8/2021,4:43:00 PM,EXXONMOB,3887,12.761,$3.05 ,$38.91 ,$0.00 ,$38.91 ,$38.91 
0254 - 1,CMATHENS,10/12/2021,10/8/2021,9:43:15 AM,UNION 76,6411,20.815,$3.10 ,$64.51 ,$0.00 ,$64.51 ,$64.51 
0297 - 1,CMATHENS,10/12/2021,10/8/2021,9:22:32 PM,LOVES,8581,21.99,$3.00 ,$65.95 ,$0.00 ,$65.95 ,$65.95 
0192 - 2,RMDUNCAN,10/12/2021,10/8/2021,8:33:00 AM,UNBRANDED,203290,22.485,$3.10 ,$69.68 ,$0.00 ,$69.68 ,$69.68 
0246 - 1,RMDUNCAN,10/12/2021,10/8/2021,2:22:00 PM,EXXONMOB,201502,22.587,$3.10 ,$70.00 ,$0.00 ,$70.00 ,$70.00 
0263 - 1,RMDUNCAN,10/12/2021,10/8/2021,10:00:08 AM,QUIKTRIP,203632,17.007,$3.00 ,$51.00 ,$0.00 ,$51.00 ,$51.00 
0104 - 1,RMDUNCAN,10/12/2021,10/8/2021,12:07:00 PM,EXXONMOB,209493,11.293,$3.10 ,$35.00 ,$0.00 ,$35.00 ,$35.00 
0319 - 2,CMSAV,10/12/2021,10/8/2021,9:58:53 AM,KROGER,1677,10.301,$3.00 ,$30.89 ,($0.31),$30.58 ,$30.89 
0183 - 2,CMGAINS,10/12/2021,10/8/2021,4:47:19 PM,UNION 76,7679,22.021,$3.10 ,$68.24 ,$0.00 ,$68.24 ,$68.24 
0262 - 1,CMGAINS,10/12/2021,10/8/2021,10:35:00 AM,RACETRAC,6426,22.984,$2.97 ,$68.24 ,$0.00 ,$68.24 ,$68.24 
0174 - 2,LO,10/12/2021,10/8/2021,9:16:48 AM,MARATHON,403564,6.642,$3.10 ,$20.58 ,$0.00 ,$20.58 ,$20.58 
0296 - 1,PA,10/12/2021,10/8/2021,9:54:56 AM,MARATHON,406635,22.416,$2.99 ,$67.00 ,$0.00 ,$67.00 ,$67.00 
0011 - 1,BBPORT,10/11/2021,10/8/2021,8:20:35 AM,CITGO,304274,6.781,$3.16 ,$21.42 ,$0.00 ,$21.42 ,$21.42 
0011 - 1,BBPORT,10/12/2021,10/8/2021,8:08:12 PM,CIRCLE K,304274,12.67,$3.17 ,$40.15 ,$0.00 ,$40.15 ,$40.15 
0176 - 2,BB,10/12/2021,10/8/2021,12:25:00 PM,EXXONMOB,302266,13.921,$3.20 ,$44.53 ,$0.00 ,$44.53 ,$44.53 
0217 - 1,UNASSIGNED,10/12/2021,10/8/2021,3:04:00 PM,SHELL,121392,18.07,$3.32 ,$60.00 ,$0.00 ,$60.00 ,$60.00 
0219 - 1,UNASSIGNED,10/12/2021,10/8/2021,1:22:00 PM,SHELL,124466,14.01,$3.30 ,$46.25 ,$0.00 ,$46.25 ,$46.25 
0277 - 1,UNASSIGNED,10/12/2021,10/8/2021,10:54:00 AM,SHELL,504657,11.53,$3.16 ,$36.43 ,$0.00 ,$36.43 ,$36.43 
0308 - 1,CPOPARAG,10/11/2021,10/7/2021,1:15:36 PM,PHILL 66,165491,4.57,$2.90 ,$13.25 ,$0.00 ,$13.25 ,$13.25 
0311 - 1,CPOSENAT,10/11/2021,10/7/2021,8:18:00 AM,MURPHY USA,163550,16.915,$2.98 ,$50.39 ,$0.00 ,$50.39 ,$50.39 
0312 - 1,CPOSENAT,10/11/2021,10/7/2021,6:35:54 PM,KUM & GO,162329,5.667,$3.00 ,$17.00 ,$0.00 ,$17.00 ,$17.00 
0315 - 1,CPOSENAT,10/12/2021,10/7/2021,8:14:42 AM,UNBRANDED,162966,12.317,$3.02 ,$37.19 ,$0.00 ,$37.19 ,$37.19 
0252 - 1,LOMADISO,10/11/2021,10/7/2021,5:20:56 AM,MARATHON,405293,10.372,$3.00 ,$31.11 ,$0.00 ,$31.11 ,$31.11 
0266 - 2,MMEJACKS,10/11/2021,10/7/2021,10:37:00 AM,WAWA,143795,6.691,$3.16 ,$21.14 ,$0.00 ,$21.14 ,$21.14 
0272 - 1,MMEJACKS,10/11/2021,10/7/2021,12:18:28 PM,MARATHON,145665,22.18,$3.16 ,$70.07 ,$0.00 ,$70.07 ,$70.07 
0268 - 1,MMEJACKS,10/12/2021,10/7/2021,1:32:00 PM,EXXONMOB,147034,10.707,$3.16 ,$33.82 ,$0.00 ,$33.82 ,$33.82 
0302 - 1,MSPCORIN,10/11/2021,10/7/2021,9:12:35 AM,KROGER,159744,19.566,$2.80 ,$54.77 ,$0.00 ,$54.77 ,$54.77 
0303 - 1,MSPCORIN,10/11/2021,10/7/2021,12:05:00 PM,SHELL,159908,22.1,$2.90 ,$64.09 ,$0.00 ,$64.09 ,$64.09 
0278 - 1,MSPNEWAL,10/11/2021,10/7/2021,3:44:00 PM,UNBRANDED,156272,11.506,$2.86 ,$32.90 ,$0.00 ,$32.90 ,$32.90 
0228 - 1,COOLPIKE,10/11/2021,10/7/2021,4:28:00 PM,MURPHY USA,118215,20,$3.00 ,$59.98 ,$0.00 ,$59.98 ,$59.98 
0236 - 1,COOLPIKE,10/11/2021,10/7/2021,1:06:00 PM,SHELL,122210,12.07,$3.16 ,$38.15 ,$0.00 ,$38.15 ,$38.15 
0204 - 1,COOLHAZA,10/11/2021,10/7/2021,1:16:00 PM,SHELL,117771,16.65,$3.16 ,$52.62 ,$0.00 ,$52.62 ,$52.62 
0226 - 1,COOLHAZA,10/11/2021,10/7/2021,10:52:00 AM,SHELL,118847,17.72,$3.16 ,$56.00 ,$0.00 ,$56.00 ,$56.00 
0232 - 1,COOLLEXI,10/11/2021,10/7/2021,12:55:00 PM,BP,118137,7.333,$3.15 ,$23.09 ,$0.00 ,$23.09 ,$23.09 
0276 - 2,CMFAYETT,10/11/2021,10/7/2021,12:46:00 PM,EXXONMOB,7679,10.829,$3.00 ,$32.48 ,$0.00 ,$32.48 ,$32.48 
0247 - 1,CMATL,10/11/2021,10/7/2021,2:18:00 PM,RACETRAC,4059,14.773,$2.98 ,$44.01 ,$0.00 ,$44.01 ,$44.01 
0145 - 2,CMATL,10/12/2021,10/7/2021,12:06:00 PM,QUIKTRIP,1731,13.902,$2.99 ,$41.55 ,$0.00 ,$41.55 ,$41.55 
0146 - 3,CMATL,10/12/2021,10/7/2021,12:09:21 PM,QUIKTRIP,9357,16.042,$3.00 ,$48.11 ,$0.00 ,$48.11 ,$48.11 
0283 - 1,RMCOLUMB,10/11/2021,10/7/2021,5:37:00 PM,SHELL,206682,22.03,$3.45 ,$76.00 ,$15.00 ,$91.00 ,$76.00 
0227 - 1,COOLPRES,10/11/2021,10/7/2021,4:19:10 PM,SPEEDWAY,113859,15.812,$3.10 ,$49.00 ,$0.00 ,$49.00 ,$49.00 
0171 - 3,RMCHARL,10/11/2021,10/7/2021,9:49:00 AM,SPINX,209555,6.008,$3.10 ,$18.62 ,$0.00 ,$18.62 ,$18.62 
0116 - 1,WHHRCHMN,10/11/2021,10/7/2021,8:22:00 AM,DIAMOND,608591,11.104,$3.16 ,$35.08 ,$0.00 ,$35.08 ,$35.08 
0119 - 1,WHHRCHMN,10/11/2021,10/7/2021,2:27:00 PM,WAWA,93093,11.09,$3.10 ,$34.37 ,$0.00 ,$34.37 ,$34.37 
0328 - 1,WHHRCHMN,10/11/2021,10/7/2021,10:09:00 AM,WAWA,29534,8.559,$3.00 ,$25.67 ,$0.00 ,$25.67 ,$25.67 
0185 - 1,CMTWATER,10/11/2021,10/7/2021,11:39:07 AM,CIRCLE K,801164,19.817,$3.18 ,$63.00 ,$0.00 ,$63.00 ,$63.00 
0150 - 1,RIVERSID,10/11/2021,10/7/2021,7:40:00 PM,SHELL,106861,11.94,$2.90 ,$34.62 ,$0.00 ,$34.62 ,$34.62 
0317 - 1,PALEX,10/11/2021,10/7/2021,10:43:57 AM,SPEEDWAY,509464,11.396,$3.16 ,$36.00 ,$0.00 ,$36.00 ,$36.00 
0256 - 1,RMBEAU,10/11/2021,10/7/2021,3:20:00 PM,BP,203964,20.385,$3.40 ,$69.29 ,$0.00 ,$69.29 ,$69.29 
0284 - 1,RMMYRTLE,10/11/2021,10/7/2021,3:47:52 PM,SPEEDWAY,201791,19.361,$3.10 ,$60.00 ,$0.00 ,$60.00 ,$60.00 
0061 - 1,PAWILDER,10/11/2021,10/7/2021,8:43:36 AM,MARATHON,507106,15.558,$3.10 ,$48.21 ,$0.00 ,$48.21 ,$48.21 
0151 - 1,PAWILDER,10/11/2021,10/7/2021,8:16:49 AM,SPEEDWAY,508993,9.497,$2.86 ,$27.15 ,$11.86 ,$39.01 ,$27.15 
0191 - 1,PAWILDER,10/11/2021,10/7/2021,10:00:47 AM,SPEEDWAY,507519,10.692,$3.06 ,$32.71 ,$0.00 ,$32.71 ,$32.71 
0326 - 1,PAWILDER,10/11/2021,10/7/2021,10:17:00 AM,SHELL,503910,8.72,$3.30 ,$28.77 ,$0.00 ,$28.77 ,$28.77 
0190 - 1,PAWILDER,10/12/2021,10/7/2021,7:03:31 PM,UNBRANDED,503946,14.338,$3.03 ,$43.43 ,$0.00 ,$43.43 ,$43.43 
0066 - 1,PAWILDER,10/12/2021,10/7/2021,5:48:06 PM,UNBRANDED,502331,13.032,$3.03 ,$39.47 ,$0.00 ,$39.47 ,$39.47 
0168 - 1,PAINDY,10/11/2021,10/7/2021,2:30:05 PM,SPEEDWAY,501627,19.634,$3.30 ,$64.77 ,$0.00 ,$64.77 ,$64.77 
0169 - 1,PAINDY,10/11/2021,10/7/2021,11:10:20 AM,SPEEDWAY,501674,21.589,$3.29 ,$71.01 ,$0.00 ,$71.01 ,$71.01 
0160 - 1,LOMURR,10/11/2021,10/7/2021,9:28:00 AM,HUCKS,400752,18.877,$3.10 ,$58.50 ,$0.00 ,$58.50 ,$58.50 
0245 - 1,LOMURR,10/11/2021,10/7/2021,1:30:00 PM,MURPHY USA,403659,19.221,$3.06 ,$58.80 ,$0.00 ,$58.80 ,$58.80 
0037 - 1,CMATHENS,10/11/2021,10/7/2021,10:19:00 AM,SHELL,8908,26.14,$3.26 ,$85.21 ,$0.00 ,$85.21 ,$85.21 
0181 - 1,CMATHENS,10/11/2021,10/7/2021,12:30:16 PM,CHVRNWF,7088,12.839,$3.49 ,$44.80 ,$0.00 ,$44.80 ,$44.80 
0241 - 1,CMATHENS,10/11/2021,10/7/2021,12:34:00 PM,DIAMOND,2178,22.31,$3.00 ,$66.91 ,$0.00 ,$66.91 ,$66.91 
0254 - 1,CMATHENS,10/11/2021,10/7/2021,5:32:33 PM,MARATHON,6411,10.006,$3.00 ,$30.01 ,$0.00 ,$30.01 ,$30.01 
0297 - 1,CMATHENS,10/11/2021,10/7/2021,6:43:00 PM,RACETRAC,8581,21.043,$2.99 ,$62.90 ,$0.00 ,$62.90 ,$62.90 
0194 - 1,RMDUNCAN,10/12/2021,10/7/2021,9:39:50 AM,QUIKTRIP,206672,11.864,$3.00 ,$35.58 ,$0.00 ,$35.58 ,$35.58 
0263 - 1,RMDUNCAN,10/12/2021,10/7/2021,9:41:26 AM,QUIKTRIP,203632,16.004,$3.00 ,$48.00 ,$0.00 ,$48.00 ,$48.00 
0261 - 1,BBGREEN,10/11/2021,10/7/2021,1:53:51 PM,CIRCLE K,302626,21.998,$3.04 ,$66.85 ,$0.00 ,$66.85 ,$66.85 
0294 - 1,CMSAV,10/12/2021,10/7/2021,6:49:00 PM,UNBRANDED,204558,23.445,$3.20 ,$75.00 ,$0.00 ,$75.00 ,$75.00 
0026 - 1,CMCP,10/11/2021,10/7/2021,7:42:18 PM,CHVRNWF,3176,11.807,$3.06 ,$36.12 ,$0.00 ,$36.12 ,$36.12 
0041 - 1,CMCP,10/12/2021,10/7/2021,2:19:55 PM,QUIKTRIP,702018,15.235,$2.99 ,$45.54 ,$0.00 ,$45.54 ,$45.54 
0183 - 2,CMGAINS,10/11/2021,10/7/2021,10:24:00 AM,EXXONMOB,7679,21.924,$3.00 ,$65.75 ,$0.00 ,$65.75 ,$65.75 
0174 - 2,LO,10/11/2021,10/7/2021,8:38:59 AM,MARATHON,403564,9.14,$3.10 ,$28.32 ,$0.00 ,$28.32 ,$28.32 
0001 - 1,BBPORT,10/11/2021,10/7/2021,12:39:36 PM,CIRCLE K,309846,13.904,$3.18 ,$44.20 ,$0.00 ,$44.20 ,$44.20 
0096 - 1,RMDUNCAN,10/11/2021,10/7/2021,1:51:19 PM,UNBRANDED,203757,11.776,$3.40 ,$40.03 ,$0.00 ,$40.03 ,$40.03 
0194 - 1,RMDUNCAN,10/11/2021,10/7/2021,4:41:00 PM,SPINX,206672,12.644,$3.00 ,$37.92 ,$0.00 ,$37.92 ,$37.92 
0220 - 1,UNASSIGNED,10/11/2021,10/7/2021,4:36:00 PM,EXXONMOB,308828,13.846,$3.10 ,$42.91 ,$0.00 ,$42.91 ,$42.91 
0251 - 1,CM,10/11/2021,10/7/2021,6:10:56 PM,CHVRNWF,9485,17.966,$3.06 ,$54.96 ,$0.00 ,$54.96 ,$54.96 
0183 - 2,CMGAINS,10/8/2021,10/6/2021,10:31:00 AM,EXXONMOB,7679,20.722,$3.00 ,$62.15 ,$0.00 ,$62.15 ,$62.15 
0237 - 2,CMGAINS,10/8/2021,10/6/2021,7:02:12 PM,MARATHON,4976,9.103,$3.04 ,$27.66 ,$0.00 ,$27.66 ,$27.66 
0262 - 1,CMGAINS,10/8/2021,10/6/2021,2:36:00 PM,RACETRAC,6426,22.034,$3.00 ,$66.08 ,$0.00 ,$66.08 ,$66.08 
0161 - 1,WHH,10/8/2021,10/6/2021,5:35:08 PM,CITGO,603252,21.49,$3.06 ,$65.74 ,$0.00 ,$65.74 ,$65.74 
0007 - 4,BBPORT,10/8/2021,10/6/2021,1:41:04 PM,IRVING,306430,15.229,$3.20 ,$48.72 ,$0.00 ,$48.72 ,$48.72 
0194 - 1,RMDUNCAN,10/11/2021,10/6/2021,10:54:29 AM,QUIKTRIP,206672,16.715,$2.82 ,$47.12 ,$0.00 ,$47.12 ,$47.12 
0263 - 1,RMDUNCAN,10/11/2021,10/6/2021,10:55:38 AM,QUIKTRIP,203632,19.511,$2.82 ,$55.00 ,$0.00 ,$55.00 ,$55.00 
0096 - 1,RMDUNCAN,10/8/2021,10/6/2021,2:29:00 PM,BP,203757,12.554,$3.00 ,$37.65 ,$0.00 ,$37.65 ,$37.65 
0192 - 2,RMDUNCAN,10/8/2021,10/6/2021,9:54:00 AM,SPINX,203290,20.148,$3.10 ,$62.44 ,$0.00 ,$62.44 ,$62.44 
0246 - 1,RMDUNCAN,10/8/2021,10/6/2021,12:01:04 PM,CIRCLE K,201502,20.34,$3.00 ,$61.00 ,$0.00 ,$61.00 ,$61.00 
0176 - 2,BB,10/8/2021,10/6/2021,2:50:00 PM,SUNOCO,302266,10.571,$3.20 ,$33.82 ,$0.00 ,$33.82 ,$33.82 
0217 - 1,UNASSIGNED,10/8/2021,10/6/2021,11:48:00 AM,SHELL,121392,19.28,$3.32 ,$64.00 ,$0.00 ,$64.00 ,$64.00 
0219 - 1,UNASSIGNED,10/8/2021,10/6/2021,4:05:00 PM,SHELL,124466,14.6,$3.25 ,$47.45 ,$0.00 ,$47.45 ,$47.45 
0221 - 1,UNASSIGNED,10/8/2021,10/6/2021,1:43:00 PM,SHELL,124466,15.96,$3.25 ,$51.86 ,$0.00 ,$51.86 ,$51.86 
0277 - 1,UNASSIGNED,10/8/2021,10/6/2021,8:12:00 AM,SHELL,504657,12.1,$3.00 ,$36.31 ,$0.00 ,$36.31 ,$36.31 
0298 - 1,UNASSIGNED,10/8/2021,10/6/2021,12:15:00 PM,EXXONMOB,209782,10.773,$3.25 ,$35.00 ,$8.00 ,$43.00 ,$35.00 
0184 - 1,CM,10/11/2021,10/6/2021,9:32:06 AM,QUIKTRIP,7362,6.755,$3.00 ,$20.26 ,$0.00 ,$20.26 ,$20.26 
0250 - 1,CM,10/8/2021,10/6/2021,4:58:56 PM,IRVING,805334,11.721,$3.20 ,$37.50 ,$0.00 ,$37.50 ,$37.50 
0286 - 1,CM,10/8/2021,10/6/2021,11:03:10 AM,CHEVRON,4783,8.491,$3.06 ,$25.97 ,$0.00 ,$25.97 ,$25.97 
0278 - 1,MSPNEWAL,10/8/2021,10/6/2021,10:51:56 AM,PILOT,156272,7.817,$2.76 ,$21.57 ,$0.00 ,$21.57 ,$21.57 
0308 - 1,CPOPARAG,10/11/2021,10/6/2021,8:49:19 AM,UNBRANDED,165491,9.282,$3.02 ,$28.02 ,$0.00 ,$28.02 ,$28.02 
0315 - 1,CPOSENAT,10/11/2021,10/6/2021,8:38:14 AM,UNBRANDED,162966,14.1,$3.02 ,$42.57 ,$0.00 ,$42.57 ,$42.57 
0312 - 1,CPOSENAT,10/8/2021,10/6/2021,8:32:45 AM,KUM & GO,162329,13.338,$3.00 ,$40.00 ,$0.00 ,$40.00 ,$40.00 
0312 - 1,CPOSENAT,10/8/2021,10/6/2021,6:35:42 PM,KUM & GO,162329,10.338,$3.00 ,$31.00 ,$0.00 ,$31.00 ,$31.00 
0265 - 1,SWCOLUMB,10/8/2021,10/6/2021,8:25:43 AM,CHVRNWF,135899,13.519,$2.96 ,$40.00 ,$0.00 ,$40.00 ,$40.00 
0266 - 2,MMEJACKS,10/8/2021,10/6/2021,7:52:00 AM,WAWA,143795,9.996,$3.09 ,$30.88 ,$0.00 ,$30.88 ,$30.88 
0268 - 1,MMEJACKS,10/8/2021,10/6/2021,12:51:00 PM,SHELL,147034,10.44,$3.06 ,$31.95 ,$0.00 ,$31.95 ,$31.95 
0270 - 1,MMEJACKS,10/8/2021,10/6/2021,11:05:23 AM,GATE,148657,21.633,$3.00 ,$64.88 ,$0.00 ,$64.88 ,$64.88 
0273 - 1,MMEJACKS,10/8/2021,10/6/2021,10:20:00 AM,RACETRAC,137919,20.572,$3.16 ,$64.99 ,$0.00 ,$64.99 ,$64.99 
0287 - 1,MMEJACK,10/11/2021,10/6/2021,1:56:00 PM,EXXONMOB,149889,21.359,$2.92 ,$62.35 ,$0.00 ,$62.35 ,$62.35 
0303 - 1,MSPCORIN,10/8/2021,10/6/2021,12:11:00 PM,UNBRANDED,158638,8.636,$2.78 ,$24.00 ,$0.00 ,$24.00 ,$24.00 
0228 - 1,COOLPIKE,10/8/2021,10/6/2021,1:25:49 PM,MARATHON,118215,21.052,$3.16 ,$66.50 ,$0.00 ,$66.50 ,$66.50 
0204 - 1,COOLHAZA,10/8/2021,10/6/2021,1:34:00 PM,SHELL,117771,18.03,$3.16 ,$56.96 ,$0.00 ,$56.96 ,$56.96 
0226 - 1,COOLHAZA,10/8/2021,10/6/2021,10:43:00 AM,EXXONMOB,118847,12.338,$3.00 ,$37.00 ,$0.00 ,$37.00 ,$37.00 
0232 - 1,COOLLEXI,10/8/2021,10/6/2021,2:00:16 PM,MARATHON,118137,14.027,$2.96 ,$41.51 ,$0.00 ,$41.51 ,$41.51 
0229 - 1,COOLLOUI,10/8/2021,10/6/2021,1:43:00 PM,BP,119344,9.038,$3.13 ,$28.28 ,$0.00 ,$28.28 ,$28.28 
0222 - 1,AMSFAIR,10/8/2021,10/6/2021,9:10:00 AM,SHELL,128379,14.48,$3.26 ,$47.22 ,$0.00 ,$47.22 ,$47.22 
0276 - 2,CMFAYETT,10/8/2021,10/6/2021,10:31:00 AM,EXXONMOB,7679,6.094,$3.00 ,$18.28 ,$0.00 ,$18.28 ,$18.28 
0064 - 2,CMATL,10/11/2021,10/6/2021,10:31:49 AM,QUIKTRIP,9649,13.076,$3.25 ,$42.48 ,$0.00 ,$42.48 ,$42.48 
0146 - 3,CMATL,10/11/2021,10/6/2021,11:18:59 AM,QUIKTRIP,9357,13.669,$3.00 ,$40.99 ,$0.00 ,$40.99 ,$40.99 
0145 - 2,CMATL,10/11/2021,10/6/2021,11:19:02 AM,QUIKTRIP,1731,16.431,$3.00 ,$49.28 ,$0.00 ,$49.28 ,$49.28 
0223 - 2,COOLPRES,10/8/2021,10/6/2021,12:33:00 PM,SHELL,110467,8.69,$3.16 ,$27.45 ,$0.00 ,$27.45 ,$27.45 
0227 - 1,COOLPRES,10/8/2021,10/6/2021,1:37:55 PM,SPEEDWAY,113859,16.143,$3.16 ,$51.00 ,$0.00 ,$51.00 ,$51.00 
0171 - 3,RMCHARL,10/8/2021,10/6/2021,11:30:00 AM,SPINX,209555,7.331,$3.10 ,$22.72 ,$0.00 ,$22.72 ,$22.72 
0118 - 2,WHHRCHMN,10/8/2021,10/6/2021,2:03:46 PM,SHEETZ,990495,10.279,$3.10 ,$31.85 ,$0.00 ,$31.85 ,$31.85 
0138 - 1,CMTWATER,10/8/2021,10/6/2021,10:04:54 AM,CIRCLE K,801911,24.471,$3.07 ,$75.10 ,$0.00 ,$75.10 ,$75.10 
0186 - 1,CMTWATER,10/8/2021,10/6/2021,7:58:00 AM,SHELL,801164,20.39,$3.15 ,$64.23 ,$0.00 ,$64.23 ,$64.23 
0233 - 1,CMTELLS,10/8/2021,10/6/2021,3:21:27 PM,IRVING,802357,18.828,$3.30 ,$62.11 ,$0.00 ,$62.11 ,$62.11 
0172 - 1,RIVERSID,10/11/2021,10/6/2021,3:49:10 PM,UNBRANDED,102536,7.602,$2.96 ,$22.49 ,$0.00 ,$22.49 ,$22.49 
0150 - 1,RIVERSID,10/8/2021,10/6/2021,6:53:00 PM,SHELL,106861,10.3,$2.90 ,$29.87 ,$0.00 ,$29.87 ,$29.87 
0289 - 1,RIVERSID,10/8/2021,10/6/2021,9:15:54 AM,KROGER,102838,20.051,$2.80 ,$56.12 ,($0.60),$55.52 ,$56.12 
0074 - 1,PALEX,10/8/2021,10/6/2021,10:36:00 AM,BP,507824,27.542,$3.16 ,$87.01 ,$0.00 ,$87.01 ,$87.01 
0173 - 1,PALEX,10/8/2021,10/6/2021,11:21:00 AM,BP,509779,25.599,$3.16 ,$80.87 ,$0.00 ,$80.87 ,$80.87 
0214 - 4,PALEX,10/8/2021,10/6/2021,7:32:04 AM,CIRCLE K,501864,9.162,$3.16 ,$28.94 ,$0.00 ,$28.94 ,$28.94 
0165 - 1,RMBEAU,10/8/2021,10/6/2021,3:08:00 PM,ENMARK,205315,23.794,$3.10 ,$73.74 ,$0.00 ,$73.74 ,$73.74 
0244 - 1,RMBEAU,10/8/2021,10/6/2021,9:55:00 PM,BP,209561,23.555,$3.10 ,$73.00 ,$0.00 ,$73.00 ,$73.00 
0100 - 1,RMMYRTLE,10/8/2021,10/6/2021,12:27:00 PM,MURPHY USA,205253,18.002,$3.10 ,$55.79 ,$0.00 ,$55.79 ,$55.79 
0101 - 1,RMMYRTLE,10/8/2021,10/6/2021,1:15:16 PM,CIRCLE K,209794,8.352,$3.85 ,$32.15 ,$0.00 ,$32.15 ,$32.15 
0284 - 1,RMMYRTLE,10/8/2021,10/6/2021,12:45:00 PM,MURPHY USA,201791,24.214,$3.10 ,$75.04 ,$0.00 ,$75.04 ,$75.04 
0164 - 1,PAWILDER,10/11/2021,10/6/2021,6:01:32 PM,UNBRANDED,502143,23.304,$3.06 ,$71.29 ,$0.00 ,$71.29 ,$71.29 
0188 - 1,PAWILDER,10/11/2021,10/6/2021,4:54:40 PM,UNBRANDED,508441,22.64,$3.06 ,$69.26 ,$0.00 ,$69.26 ,$69.26 
0061 - 1,PAWILDER,10/8/2021,10/6/2021,10:12:00 AM,SHELL,507106,14.08,$3.16 ,$44.50 ,$0.00 ,$44.50 ,$44.50 
0088 - 2,PAWILDER,10/8/2021,10/6/2021,3:23:00 PM,SPINX,202045,11.656,$3.43 ,$39.97 ,$0.00 ,$39.97 ,$39.97 
0092 - 1,PAWILDER,10/8/2021,10/6/2021,9:44:35 AM,MARATHON,508598,8.403,$3.00 ,$25.20 ,$0.00 ,$25.20 ,$25.20 
0151 - 1,PAWILDER,10/8/2021,10/6/2021,7:49:19 AM,SPEEDWAY,508993,9.497,$3.00 ,$28.47 ,$6.04 ,$34.51 ,$28.47 
0190 - 1,PAWILDER,10/8/2021,10/6/2021,10:09:48 AM,SPEEDWAY,503946,20.748,$3.06 ,$63.47 ,$0.00 ,$63.47 ,$63.47 
0191 - 1,PAWILDER,10/8/2021,10/6/2021,11:36:20 AM,SPEEDWAY,507519,9.84,$3.06 ,$30.10 ,$0.00 ,$30.10 ,$30.10 
0293 - 1,PAWILDER,10/8/2021,10/6/2021,11:53:52 AM,SPEEDWAY,504253,16.79,$3.04 ,$51.02 ,$0.00 ,$51.02 ,$51.02 
0069 - 1,PAINDY,10/8/2021,10/6/2021,7:23:00 PM,SHELL,501580,22.07,$3.10 ,$68.42 ,$0.00 ,$68.42 ,$68.42 
0168 - 1,PAINDY,10/8/2021,10/6/2021,11:28:22 AM,SPEEDWAY,501627,22.355,$3.28 ,$73.30 ,$0.00 ,$73.30 ,$73.30 
0053 - 1,LOPADU,10/8/2021,10/6/2021,9:25:18 AM,MARATHON,406333,9.378,$2.89 ,$27.09 ,$0.00 ,$27.09 ,$27.09 
0055 - 1,LOPADU,10/8/2021,10/6/2021,12:23:27 PM,MARATHON,408156,10.581,$3.12 ,$33.00 ,$0.00 ,$33.00 ,$33.00 
0130 - 1,LOPADU,10/8/2021,10/6/2021,8:50:00 AM,UNBRANDED,406005,17.434,$3.10 ,$54.03 ,$0.00 ,$54.03 ,$54.03 
0258 - 2,LOPADU,10/8/2021,10/6/2021,11:53:00 AM,EXXONMOB,406333,10.113,$2.90 ,$29.32 ,$0.00 ,$29.32 ,$29.32 
